Год,Регион,mean_salary,flat_count,latitude,distance_to_moscow_km,Population,district
2012,Республика Адыгея,17025.3,1298,44.6101,1500,443.0,ЮФО
2012,Хабаровский край,25649.3,4756,48.4808,6100,1342.0,ДВФО
2012,Республика Башкор...,21258.8,27085,54.7388,1300,4064.0,ПФО
2012,Республика Бурятия,17119.0,5429,51.8333,5200,971.0,СФО
2012,Республика Дагестан,20647.9,10684,42.9833,1600,2931.0,СКФО
2012,Кабардино-Балкарс...,13681.1,2010,43.4833,1700,859.0,СКФО
2012,Республика Алтай,14277.7,1266,51.9582,3600,209.0,СФО
2012,Республика Калмыкия,10183.8,993,46.3078,1300,287.0,ЮФО
2012,Республика Карелия,20037.4,2773,61.785,1000,640.0,СЗФО
2012,Республика Коми,26787.3,1392,61.6667,1300,890.0,СЗФО
2012,Республика Марий Эл,12537.9,4290,56.63,800,692.0,ПФО
2012,Республика Мордовия,13062.7,3949,54.1833,600,825.0,ПФО
2012,Республика Северн...,16184.7,1537,43.02,1900,709.0,СКФО
2012,Карачаево-Черкесс...,13353.9,645,44.22,1400,475.0,СКФО
2012,Республика Татарстан,24009.8,29538,55.83,800,3803.0,ПФО
2012,Республика Тыва,11932.6,702,51.7,4200,309.0,СФО
2012,Удмуртская Респуб...,16411.0,7338,56.85,1100,1518.0,ПФО
2012,Республика Хакасия,15991.4,2154,53.7167,4000,532.0,СФО
2012,Чеченская Республика,15256.9,2973,43.3167,1700,1302.0,СКФО
2012,Чувашская Республика,13754.9,9068,56.15,700,1247.0,ПФО
2012,Республика Саха (...,28457.3,5520,62.0281,5000,956.0,ДВФО
2012,Еврейская автоном...,18151.4,891,48.4667,6700,175.0,ДВФО
